Rk,Player,Tm,FantPos,G,PPR
55,George Kittle*+\KittGe00,SFO,TE,14,222.5
56,Courtland Sutton*\SuttCo00,DEN,WR,16,222.4
57,Darren Waller\WallDa01,OAK,TE,16,221
58,John Brown\BrowJo02,BUF,WR,15,219.8
59,Todd Gurley\GurlTo01,LAR,RB,15,219.4
60,Miles Sanders\SandMi01,PHI,RB,16,218.7
61,Jacoby Brissett\BrisJa00,IND,QB,15,217.7
62,A.J. Brown\BrowAJ00,TEN,WR,16,217.1
63,Zach Ertz*\ErtzZa00,PHI,TE,15,215.6
64,Le'Veon Bell\BellLe00,NYJ,RB,15,215
65,Daniel Jones\JoneDa05,NYG,QB,13,215
66,Kenyan Drake\DrakKe00,2TM,RB,14,214.2
67,Michael Gallup\GallMi00,DAL,WR,14,212.7
68,Davante Adams*\AdamDa01,GNB,WR,12,212.7
69,Stefon Diggs\DiggSt00,MIN,WR,15,212.1
70,Mark Andrews*\AndrMa00,BAL,TE,15,207.2
71,Andy Dalton\DaltAn00,CIN,QB,13,203.7
72,Mitchell Trubisky\TrubMi00,CHI,QB,15,202.8
73,Odell Beckham\BeckOd00,CLE,WR,16,201.3
74,James White\WhitJa02,NWE,RB,15,200.2
75,Phillip Lindsay\LindPh00,DEN,RB,16,197.7
76,Jamison Crowder\CrowJa00,NYJ,WR,16,197.7
77,Devonta Freeman\FreeDe00,ATL,RB,14,197.6
78,Calvin Ridley\RidlCa00,ATL,WR,13,197
79,Marvin Jones\JoneMa02,DET,WR,13,193.9
80,Terry McLaurin\McLaTe00,WAS,WR,14,191.9
81,Austin Hooper*\HoopAu00,ATL,TE,13,191.7
82,Josh Jacobs\JacoJo01,OAK,RB,13,191.6
83,Emmanuel Sanders\SandEm00,2TM,WR,17,190.3
84,Sam Darnold\DarnSa00,NYJ,QB,13,189.2
85,Deebo Samuel\SamuDe00,SFO,WR,15,189.1
86,Tyreek Hill*\HillTy00,KAN,WR,12,188.3
87,D.K. Metcalf\MetcDK00,SEA,WR,16,187.1
88,Cole Beasley\BeasCo00,BUF,WR,15,184.8
89,Marlon Mack\MackMa00,IND,RB,14,181.3
90,Melvin Gordon\GordMe00,LAC,RB,12,180.8
91,Kyle Allen\AlleKy00,CAR,QB,13,177.5
92,Larry Fitzgerald\FitzLa00,ARI,WR,16,177.4
93,Curtis Samuel\SamuCu00,CAR,WR,16,171.7
94,David Montgomery\MontDa01,CHI,RB,16,170.4
95,Darius Slayton\SlayDa01,NYG,WR,14,170
96,Christian Kirk\KirkCh01,ARI,WR,13,168.2
97,Jared Cook*\CookJa02,NOR,TE,14,167.5
98,Matthew Stafford\StafMa00,DET,QB,8,166.6
99,Ronald Jones\JoneRo01,TAM,RB,16,166.3
100,Raheem Mostert\MostRa00,SFO,RB,16,165.2
101,Tarik Cohen\CoheTa00,CHI,RB,16,163.9
102,Diontae Johnson\JohnDi01,PIT,WR,16,163.1
103,Robby Anderson\AndeRo04,NYJ,WR,16,162.3
104,Mike Williams\WillMi07,LAC,WR,15,161.3
105,Tyler Higbee\HigbTy00,LAR,TE,15,160.4
106,Latavius Murray\MurrLa00,NOR,RB,16,157.2
107,Dede Westbrook\WestDe00,JAX,WR,15,156.7
108,Chris Conley\ConlCh00,JAX,WR,16,156.5
109,Randall Cobb\CobbRa00,DAL,WR,15,154.9
110,Duke Johnson\JohnDu00,HOU,RB,16,154
111,Carlos Hyde\HydeCa00,HOU,RB,16,153.2
112,Sony Michel\MichSo00,NWE,RB,16,152.6
113,Golden Tate\TateGo00,NYG,WR,11,152.2
114,Hunter Henry\HenrHu00,LAC,TE,12,150.2
115,Devin Singletary\SingDe00,BUF,RB,12,147.9
116,Adrian Peterson\PeteAd01,WAS,RB,15,147
117,Marquise Brown\BrowMa04,BAL,WR,14,146.4
118,Jamaal Williams\WillJa06,GNB,RB,14,146.3
119,James Conner\ConnJa00,PIT,RB,10,145.5
120,Dallas Goedert\GoedDa00,PHI,TE,15,144.7
121,Tyrell Williams\WillTy00,OAK,WR,14,143.1
122,Royce Freeman\FreeRo00,DEN,RB,16,142.2
123,Sterling Shepard\ShepSt00,NYG,WR,10,141.8
124,David Johnson\JohnDa08,ARI,RB,13,141.5
125,Damien Williams\WillDa05,KAN,RB,11,141.1
126,Danny Amendola\AmenDa00,DET,WR,15,140.6
127,Jason Witten\WittJa00,DAL,TE,16,139.9
128,Sammy Watkins\WatkSa00,KAN,WR,14,138.5
129,Breshad Perriman\PerrBr02,TAM,WR,14,138.1
130,Mike Gesicki\GesiMi00,MIA,TE,16,136
131,Tevin Coleman\ColeTe01,SFO,RB,14,135.4
132,Zach Pascal\PascZa00,IND,WR,16,135.3
133,Will Fuller\FullWi01,HOU,WR,11,134
134,James Washington\WashJa00,PIT,WR,15,133.5
135,Hunter Renfrow\RenfHu00,OAK,WR,13,133.5
136,Anthony Miller\MillAn02,CHI,WR,16,127.5
137,T.Y. Hilton\HiltT.00,IND,WR,10,125.1
138,Mohamed Sanu\SanuMo00,2TM,WR,15,124.1
139,Greg Olsen\OlseGr00,CAR,TE,14,123.7
140,Alshon Jeffery\JeffAl00,PHI,WR,10,122.2
141,DeAndre Washington\WashDe00,OAK,RB,16,121.9
142,Kenny Stills\StilKe00,HOU,WR,13,120.1
143,Mecole Hardman*\HardMe00,KAN,WR,16,119.5
144,LeSean McCoy\McCoLe01,KAN,RB,13,118.6
145,Nyheim Hines\HineNy00,IND,RB,16,117.9
146,Brandin Cooks\CookBr00,LAR,WR,14,117.5
147,Peyton Barber\BarbPe01,TAM,RB,16,116.5
148,Corey Davis\DaviCo03,TEN,WR,15,115.1
149,Adam Thielen\ThieAd00,MIN,WR,10,114.4
150,Kyle Rudolph\RudoKy00,MIN,TE,16,113.7
151,JuJu Smith-Schuster\SmitJu00,PIT,WR,12,113.2
152,Jack Doyle*\DoylJa00,IND,TE,16,111.8
153,Jordan Howard\HowaJo00,PHI,RB,10,111.4
154,Noah Fant\FantNo00,DEN,TE,16,111
155,Darren Fells\FellDa01,HOU,TE,16,110.1
156,Steven Sims\SimsSt00,WAS,WR,16,109.5
157,Evan Engram\EngrEv00,NYG,TE,8,109.4
158,Mason Rudolph\RudoMa00,PIT,QB,10,108.8
159,Tyler Eifert\EifeTy00,CIN,TE,16,106.6
160,Jonnu Smith\SmitJo01,TEN,TE,16,104.7
161,Jaylen Samuels\SamuJa00,PIT,RB,14,104.4
162,Case Keenum\KeenCa00,WAS,QB,10,103.5
163,Matt Breida\BreiMa00,SFO,RB,13,103.3
164,Allen Lazard\LazaAl00,GNB,WR,16,102.8
165,Taysom Hill\HillTa00,NOR,QB,16,102.2
166,Auden Tate\TateAu00,CIN,WR,12,101.5
167,Kareem Hunt\HuntKa00,CLE,RB,8,101.4
168,Rex Burkhead\BurkRe00,NWE,RB,13,101.1
169,Demarcus Robinson\RobiDe01,KAN,WR,16,100.9
170,Phillip Dorsett\DorsPh00,NWE,WR,14,100.8
171,Jimmy Graham\GrahJi00,GNB,TE,16,100.7
172,Russell Gage\GageRu00,ATL,WR,16,98.8
173,Ryan Griffin\GrifRy00,NYJ,TE,13,98
174,Kendrick Bourne\BourKe00,SFO,WR,16,97.8
175,Boston Scott\ScotBo02,PHI,RB,11,96.9
176,Alex Erickson\EricAl01,CIN,WR,16,96.2
177,Willie Snead\SneaWi00,BAL,WR,16,95.1
178,John Ross\RossJo00,CIN,WR,8,95
179,Frank Gore\GoreFr00,BUF,RB,16,94.9
180,Nelson Agholor\AghoNe00,PHI,WR,11,94
181,Jacob Hollister\HollJa03,SEA,TE,11,93.9
182,Chris Thompson\ThomCh03,WAS,RB,11,93.6
183,Gus Edwards\EdwaGu00,BAL,RB,16,92.6
184,Cameron Brate\BratCa00,TAM,TE,16,91.1
185,Preston Williams\WillPr01,MIA,WR,8,90.8
186,Teddy Bridgewater\BridTe00,NOR,QB,9,90.5
187,Taylor Gabriel\GabrTa00,CHI,WR,9,90.3
188,Jordan Akins\AkinJo00,HOU,TE,16,89.8
189,Gerald Everett\EverGe00,LAR,TE,13,89.8
190,Albert Wilson\WilsAl02,MIA,WR,13,89.4
191,Tony Pollard\PollTo00,DAL,RB,15,89.2
192,Eric Ebron\EbroEr00,IND,TE,11,86.5
193,Adam Humphries\HumpAd00,TEN,WR,12,86.5
194,Ted Ginn\GinnTe00,NOR,WR,16,85.9
195,Blake Jarwin\JarwBl00,DAL,TE,16,85.5
196,Demaryius Thomas\ThomDe03,NYJ,WR,11,85.3
197,Marcus Mariota\MariMa01,TEN,QB,7,85
198,Kerryon Johnson\JohnKe06,DET,RB,8,85
199,Joe Flacco\FlacJo00,DEN,QB,8,84.9
200,Marquez Valdes-Scantling\ValdMa00,GNB,WR,16,84.1
201,O.J. Howard\HowaO.00,TAM,TE,14,83.9
202,J.D. McKissic\McKiJ.00,DET,RB,16,83.8
203,Allen Hurns\HurnAl01,MIA,WR,14,83.6
204,Vance McDonald\McDoVa00,PIT,TE,14,83.5
205,Chase Edmonds\EdmoCh00,ARI,RB,13,82.8
206,Jalen Richard\RichJa01,OAK,RB,16,82.8
207,Tajae Sharpe\SharTa00,TEN,WR,15,81.9
208,T.J. Hockenson\HockTJ00,DET,TE,12,80.7
209,Dawson Knox\KnoxDa00,BUF,TE,15,79.7
210,Irv Smith Jr.\SmitIr01,MIN,TE,16,79.1
211,Olabisi Johnson\JohnOl00,MIN,WR,16,79
212,Keelan Cole\ColeKe00,JAX,WR,16,78.7
213,Hayden Hurst\HursHa00,BAL,TE,16,76.9
214,Dwayne Haskins\HaskDw00,WAS,QB,9,76.7
215,Kaden Smith\SmitKa00,NYG,TE,9,75.8
216,Geronimo Allison\AlliGe01,GNB,WR,16,75.4
217,Rashaad Penny\PennRa00,SEA,RB,10,75.3
218,Dare Ogunbowale\OgunDa00,TAM,RB,16,75.3
219,Nick Boyle\BoylNi00,BAL,TE,16,75.1
220,Will Dissly\DissWi00,SEA,TE,6,73.9
221,Josh Gordon\GordJo02,2TM,WR,11,73.7
222,Damiere Byrd\ByrdDa00,ARI,WR,11,71.9
223,Tre'Quan Smith\SmitTr03,NOR,WR,11,71.4
224,Alexander Mattison\MattAl01,MIN,RB,13,68.4
225,Foster Moreau\MoreFo00,OAK,TE,13,68.4
226,Giovani Bernard\BernGi00,CIN,RB,16,68.4
227,Patrick Laird\LairPa00,MIA,RB,15,68.2
228,Drew Lock\LockDr00,DEN,QB,5,68
229,Darrel Williams\WillDa10,KAN,RB,12,67.8
230,Brian Hill\HillBr02,ATL,RB,12,67.2
231,Kelvin Harmon\HarmKe00,WAS,WR,16,66.9
232,Dion Lewis\LewiDi00,TEN,RB,16,66.3
233,Cody Latimer\LatiCo00,NYG,WR,15,66
234,Josh Hill\HillJo02,NOR,TE,16,65.6
235,Paul Richardson\RichPa01,WAS,WR,10,64.5
236,DaeSean Hamilton\HamiDa01,DEN,WR,16,63.7
237,Isaiah McKenzie\McKeIs00,BUF,WR,15,63.3
238,C.J. Uzomah\UzomC.00,CIN,TE,16,63.2
239,Josh Reynolds\ReynJo00,LAR,WR,16,61.9
240,Jakobi Meyers\MeyeJa01,NWE,WR,15,61.9
241,Ty Johnson\JohnTy02,DET,RB,16,60.2
242,Seth Roberts\RobeSe00,BAL,WR,16,60.1
243,Greg Ward\WardGr02,PHI,WR,7,59.9
244,David Moore\MoorDa03,SEA,WR,14,59.6
245,Malcolm Brown\BrowMa03,LAR,RB,14,59.1
246,Ricky Seals-Jones\SealRi00,CLE,TE,14,58.9
247,Jeff Driskel\DrisJe00,DET,QB,3,58.1
248,Benny Snell\SnelBe00,PIT,RB,13,57.9
249,Derrius Guice\GuicDe00,WAS,RB,5,57.4
250,Jarius Wright\WrigJa02,CAR,WR,16,56.9
251,Marcus Johnson\JohnMa07,IND,WR,8,56.7
252,Jeremy Sprinkle\SpriJe00,WAS,TE,16,56.1
253,Pharoh Cooper\CoopPh00,2TM,WR,13,55.5
254,David Blough\BlouDa00,DET,QB,5,55.4
255,Delanie Walker\WalkHu00,TEN,TE,7,54.5
256,Eli Manning\MannEl00,NYG,QB,4,54.4
257,Jordan Wilkins\WilkJo01,IND,RB,14,54
258,Keke Coutee\CoutKe00,HOU,WR,9,52.8
259,Kalen Ballage\BallKa00,MIA,RB,12,51.8
260,Trey Quinn\QuinTr00,WAS,WR,12,51.8
261,Devlin Hodges\HodgDe00,PIT,QB,8,51.3
262,Ryquell Armstead\ArmsRy00,JAX,RB,16,51.2
263,Brandon Bolden\BoldBr00,NWE,RB,15,50.9
264,Miles Boykin\BoykMi00,BAL,WR,16,50.8
265,Kyle Juszczyk*\JuszKy00,SFO,RB,12,50.6
266,Mike Boone\BoonMi00,MIN,RB,16,50
267,Demetrius Harris\HarrDe03,CLE,TE,15,49.9
268,Justice Hill\HillJu00,BAL,RB,16,49.5
269,Zay Jones\JoneZa00,2TM,WR,15,48.9
270,Vyncint Smith\SmitVy00,NYJ,WR,13,48.7
271,Isaiah Ford\FordIs00,MIA,WR,8,48.5
272,Wayne Gallman\GallWa00,NYG,RB,10,48.2
273,Jaron Brown\BrowJa03,SEA,WR,14,48
274,Charles Clay\ClayCh00,ARI,TE,15,47.7
275,Tavon Austin\AustTa00,DAL,WR,14,47.4
276,Jeff Wilson\WilsJe01,SFO,RB,10,46.9
277,Bennie Fowler\FowlBe00,NYG,WR,8,46.3
278,KeeSean Johnson\JohnKe07,ARI,WR,10,46
279,Jakeem Grant\GranJa00,MIA,WR,10,45.9
280,Chester Rogers\RogeCh02,IND,WR,12,45.7
281,Malik Turner\TurnMa00,SEA,WR,15,45.5
282,Bo Scarbrough\ScarBo01,DET,RB,6,43.2
283,Justin Watson\WatsJu01,TAM,WR,16,42.9
284,Javon Wims\WimsJa00,CHI,WR,16,42.6
285,Matt Moore\MoorMa01,KAN,QB,6,42.3
286,Mark Walton\WaltMa00,MIA,RB,7,42
287,James O'Shaughnessy\O'ShJa00,JAX,TE,5,41.3
288,Maxx Williams\WillMa04,ARI,TE,16,41.2
289,Rhett Ellison\ElliRh00,NYG,TE,10,40.7
290,Scott Miller\MillSc01,TAM,WR,10,40.6
291,Jonathan Williams\WillJo07,IND,RB,9,40.4
292,Anthony Firkser\FirkAn00,TEN,TE,15,40.4
293,Jake Kumerow\KumeJa00,GNB,WR,14,39.9
294,Marvin Hall\HallMa02,DET,WR,9,39.8
295,N'Keal Harry\HarrNK00,NWE,WR,7,39.4
296,Ameer Abdullah\AbduAm00,MIN,RB,16,39.3
297,Logan Thomas\ThomLo00,DET,TE,16,39.3
298,Justin Hardy\HardJu00,ATL,WR,16,38.5
299,Marquise Goodwin\GoodMa00,SFO,WR,9,38.1
300,Dontrell Hilliard\HillDo00,CLE,RB,14,38.1
301,Parris Campbell\CampPa00,IND,WR,7,38.1
302,Damion Ratley\RatlDa00,CLE,WR,13,38
303,Tim Patrick\PatrTi00,DEN,WR,8,37.8
304,Nick Foles\FoleNi00,JAX,QB,4,37.7
305,C.J. Ham*\HamxC.00,MIN,RB,16,37.6
306,DeSean Jackson\JackDe00,PHI,WR,3,36.9
307,Marcedes Lewis\LewiMa00,GNB,TE,16,36.6
308,Ito Smith\SmitIt00,ATL,RB,7,36.3
309,Ross Dwelley\DwelRo00,SFO,TE,16,36.1
310,Cordarrelle Patterson*+\PattCo00,CHI,WR,16,35.6
311,Ian Thomas\ThomIa00,CAR,TE,16,35.6
312,Andy Isabella\IsabAn00,ARI,WR,15,35.4
313,Byron Pringle\PrinBy00,KAN,WR,16,35
314,Duke Williams\WillDu01,BUF,WR,4,34.6
315,Dante Pettis\PettDa00,SFO,WR,11,34.5
316,Ben Watson\WatsBe00,NWE,TE,10,34.3
317,Nick Vannett\VannNi00,2TM,TE,16,33.6
318,Laquon Treadwell\TreaLa00,MIN,WR,13,33.4
319,Bilal Powell\PoweBi00,NYJ,RB,13,33.2
320,Matt Schaub\SchaMa00,ATL,QB,6,32.9
321,JJ Arcega-Whiteside\ArceJJ00,PHI,WR,16,32.9
322,Dan Arnold\ArnoDa00,2TM,TE,5,32.7
323,Brandon Allen\AlleBr00,DEN,QB,3,32.5
324,Derek Carrier\CarrDe00,OAK,TE,16,32.5
325,Ty Montgomery\MontTy01,NYJ,RB,16,32.3
326,Darwin Thompson\ThomDa06,KAN,RB,12,32.1
327,Matt LaCosse\LaCoMa00,NWE,TE,11,32.1
328,Myles Gaskin\GaskMy00,MIA,RB,7,31.4
329,Jeff Heuerman\HeueJe00,DEN,TE,14,31.4
330,Justin Jackson\JackJu01,LAC,RB,7,31.2
331,Qadree Ollison\OlliQa00,ATL,RB,8,30.7
332,Jesse James\JameJe00,DET,TE,16,30.2
333,Dontrelle Inman\InmaDo00,2TM,WR,7,30.1
334,Jaeden Graham\GrahJa01,ATL,TE,16,29.9
335,Nick O'Leary\OLeaNi00,2TM,TE,12,29.9
336,T.J. Yeldon\YeldT.00,BUF,RB,6,29.7
337,Kalif Raymond\RaymKa00,TEN,WR,8,29.5
338,Reggie Bonnafon\BonnRe00,CAR,RB,16,29.3
339,C.J. Prosise\ProsC.00,SEA,RB,9,28.8
340,Trevor Davis\DaviTr03,3TM,WR,14,28.4
341,Vernon Davis\DaviVe00,WAS,TE,4,28.3
342,Travis Homer\HomeTr00,SEA,RB,16,28
343,Olamide Zaccheaus\ZaccOl01,ATL,WR,10,26.5
344,Richie James\JameRi00,SFO,WR,16,26.4
345,Chase Daniel\DaniCh00,CHI,QB,3,26
346,Robert Tonyan\TonyRo00,GNB,TE,11,26
347,Seth Devalve\DevaSe00,JAX,TE,12,26
348,DeAndre Carter\CartDe02,HOU,WR,16,25.2
349,Ryan Finley\FinlRy00,CIN,QB,3,24.7
350,Andrew Beck\BeckAn01,DEN,RB,16,24.5
351,Hale Hentges\HentHa00,WAS,TE,11,24.3
352,Keelan Doss\DossKe00,OAK,WR,8,24.3
353,Joshua Perkins\PerkJo02,PHI,TE,5,23.7
354,Wendell Smallwood\SmalWe00,WAS,RB,15,23.5
355,Ryan Izzo\IzzoRy00,NWE,TE,6,23.4
356,Virgil Green\GreeVi00,LAC,TE,15,22.8
357,Mack Hollins\HollMa00,2TM,WR,16,22.5
358,Darrell Henderson\HendDa00,LAR,RB,13,22.4
359,Trey Burton\BurtTr01,CHI,TE,8,22.4
360,Devin Smith\SmitDe04,DAL,WR,4,22.3
361,Deon Cain\CainDe00,2TM,WR,13,21.4
362,Brian Hoyer\HoyeBr00,IND,QB,4,21.1
363,MyCole Pruitt\PruiMy00,TEN,TE,16,21
364,Jesper Horsted\HorsJe00,CHI,TE,6,20.7
365,Daniel Brown\BrowDa04,NYJ,TE,16,20.2
366,Christian Blake\BlakCh00,ATL,WR,9,20.1
367,Trey Edmunds\EdmuTr00,PIT,RB,11,20
368,Geoff Swaim\SwaiGe00,JAX,TE,6,19.5
369,Tommy Sweeney\SweeTo00,BUF,TE,6,19.4
370,Tyler Kroft\KrofTy00,BUF,TE,11,19.1
371,Brandon Zylstra\ZylsBr00,CAR,WR,8,18.6
372,Alec Ingold\IngoAl01,OAK,RB,16,18.1
373,Josh Rosen\RoseJo01,MIA,QB,6,18
374,Ben Braunecker\BrauBe00,CHI,TE,11,17.9
375,Mo Alie-Cox\AlieMo00,IND,TE,16,17.3
376,Damion Willis\WillDa11,CIN,WR,10,17.2
377,Darren Sproles\SproDa00,PHI,RB,6,17
378,Danny Vitale\VitaDa00,GNB,RB,15,17
379,A.J. McCarron\McCaA.00,HOU,QB,2,16.9
380,Antonio Callaway\CallAn00,CLE,WR,4,16.9
381,Cam Newton\NewtCa00,CAR,QB,2,16.7
382,Adam Shaheen\ShahAd00,CHI,TE,8,16.4
383,Wes Hills\HillWe00,DET,RB,1,16.2
384,Antonio Brown\BrowAn04,NWE,WR,1,16.1
385,Stephen Carlson\CarlSt00,CLE,TE,9,16.1
386,J.P. Holtz\HoltJ.01,2TM,TE,15,16.1
387,Robert Griffin\GrifRo01,BAL,QB,7,16
388,Luke Willson\WillLu00,SEA,TE,8,15.9
389,Troy Fumagalli\FumaTr00,DEN,TE,11,15.8
390,Rashard Higgins\HiggRa00,CLE,WR,10,15.5
391,Braxton Berrios\BerrBr00,NYJ,WR,16,15.5
392,Deonte Harris*+\HarrDe07,NOR,WR,14,15.5
393,Andy Janovich\JanoAn00,DEN,RB,7,15.3
394,D'Ernest Johnson\JohnDE04,CLE,RB,16,15.2
395,David Njoku\NjokDa00,CLE,TE,4,15.1
396,Kenjon Barner\BarnKe00,ATL,RB,14,15.1
397,Blake Bell\BellBl00,KAN,TE,15,14.7
398,Chris Hogan\HogaCh00,CAR,WR,7,14.7
399,Rico Gafford\GaffRi00,OAK,WR,4,14.6
400,Marcell Ateman\AtemMa00,OAK,WR,11,14.6
401,Kerrith Whyte\WhytKe00,PIT,RB,6,14.1
402,Tyler Conklin\ConkTy00,MIN,TE,15,13.8
403,JJ Nelson\NelsJJ00,OAK,WR,2,13.6
404,Durham Smythe\SmytDu00,MIA,TE,16,13.5
405,Luke Stocker\StocLu00,ATL,TE,15,13.3
406,Derek Watt\WattDe00,LAC,RB,16,13.2
407,Lee Smith\SmitLe00,BUF,TE,16,13.1
408,Riley Ridley\RidlRi00,CHI,WR,5,12.9
409,T.J. Jones\JoneT.00,NYG,WR,3,12.8
410,Ben Roethlisberger\RoetBe00,PIT,QB,2,12.7
411,Devontae Booker\BookDe00,DEN,RB,16,12.6
412,Robert Foster\FostRo01,BUF,WR,13,12.3
413,Spencer Ware\WareSp00,KAN,RB,3,12.3
414,Trent Sherfield\SherTr00,ARI,WR,16,12
415,Mike Davis\DaviMi01,2TM,RB,12,11.9
416,KhaDarel Hodge\HodgKh00,CLE,WR,16,11.6
417,Zach Line\LineZa01,NOR,RB,12,11.6
418,Andre Patton\PattAn00,LAC,WR,13,11.6
419,Javorius Allen\AlleJa01,NYG,RB,10,11.5
420,Ryan Switzer\SwitRy00,PIT,WR,9,10.7
421,Tra Carson\CarsTr01,2TM,RB,3,10.6
422,Nick Bellore\BellNi01,SEA,RB,14,10.3
423,Tevin Jones\JoneTe02,PIT,WR,5,10.1
424,Clive Walford\WalfCl00,MIA,TE,7,10.1
425,Patrick DiMarco\DiMaPa00,BUF,RB,16,9.8
426,Alex Armah\ArmaAl00,CAR,RB,16,9.7
427,Cedrick Wilson\WilsCe01,DAL,WR,6,9.6
428,Marshawn Lynch\LyncMa00,SEA,RB,1,9.4
429,Troymaine Pope\PopeTr00,LAC,RB,14,9.4
430,Khari Blasingame\BlasKh00,TEN,RB,6,9.4
431,Cethan Carter\CartCe00,CIN,RB,15,9.3
432,DeAndrew White\WhitDe01,CAR,WR,10,9.1
433,Chad Beebe\BeebCh00,MIN,WR,3,9
434,Chris Lacy\LacyCh00,DET,WR,7,9
435,Travis Benjamin\BenjTr00,LAC,WR,5,9
436,Luke Falk\FalkLu00,NYJ,QB,3,8.6
437,Ventell Bryant\BryaVe00,DAL,WR,12,8.5
438,Jon Hilliman\HillJo03,NYG,RB,3,8.2
439,Lance Kendricks\KendLa00,LAC,TE,12,8
440,Devine Ozigbo\OzigDe01,JAX,RB,10,8
441,Deon Yelder\YeldDe00,KAN,TE,9,8
442,Drew Sample\SampDr00,CIN,TE,9,8
443,Diontae Spencer\SpenDi00,DEN,WR,16,7.7
444,Dwayne Washington\WashDw00,NOR,RB,16,7.6
445,Jordan Matthews\MattJo00,2TM,WR,3,7.3
446,Ross Travis\TravRo00,IND,TE,3,7.1
447,Trevon Wesco\WescTr00,NYJ,TE,16,6.9
448,Deontay Burnett\BurnDe00,PHI,WR,1,6.8
449,Elijhaa Penny\PennEl00,NYG,RB,16,6.8
450,Geremy Davis\DaviGe00,LAC,WR,7,6.8
451,Alexander Hollins\HollAl00,MIN,WR,5,6.6
452,Johnny Mundt\MundJo00,LAR,TE,13,6.6
453,Jason Moore\MoorJa02,LAC,WR,10,6.3
454,Devin Funchess\FuncDe00,IND,WR,1,6.2
455,Michael Crabtree\CrabMi00,ARI,WR,2,6.2
456,Brett Hundley\HundBr00,ARI,QB,3,6.1
457,Matt Barkley\BarkMa00,BUF,QB,2,6
458,Tyrod Taylor\TaylTy00,LAC,QB,8,6
459,Johnny Holton\HoltJo00,PIT,WR,16,6
460,Taiwan Jones\JoneTa00,HOU,RB,11,5.9
461,Cody Core\CoreCo00,NYG,WR,16,5.8
462,Donte Moncrief\MoncDo00,2TM,WR,8,5.8
463,Steven Mitchell\MitcSt02,HOU,WR,3,5.7
