Rk,Player,Tm,FantPos,G,PPR
464,Andre Roberts*\RobeAn00,BUF,WR,13,5.7
465,Nick Bawden\BawdNi00,DET,RB,10,5.7
466,Russell Shepard\ShepRu00,NYG,WR,3,5.5
467,Ishmael Hyman\HymaIs00,TAM,WR,2,5.4
468,Ryan Grant\GranRy01,OAK,WR,2,5.4
469,C.J. Board\BoarC.00,JAX,WR,4,5.1
470,Anthony Sherman\SherAn00,KAN,RB,16,5.1
471,Chris Moore\MoorCh00,BAL,WR,14,5.1
472,Marqise Lee\LeexMa00,JAX,WR,6,4.9
473,Paul Perkins\PerkPa00,DET,RB,4,4.8
474,Stanley Morgan\MorgSt02,CIN,WR,11,4.8
475,Pharaoh Brown\BrowPh01,CLE,TE,9,4.7
476,Da'Mari Scott\ScotDa02,NYG,WR,5,4.7
477,Cam Sims\SimsCa00,WAS,WR,7,4.7
478,Tanner Hudson\HudsTa00,TAM,TE,9,4.6
479,Josh Oliver\OlivJo00,JAX,TE,4,4.5
480,Bobo Wilson\WilsJe00,TAM,WR,6,4.5
481,C.J. Anderson\AndeC.00,DET,RB,2,4.3
482,Colt McCoy\McCoCo00,WAS,QB,1,4.3
483,T.J. Logan\LogaT.00,TAM,RB,12,4.3
484,Mike Glennon\GlenMi00,OAK,QB,2,4.2
485,Fred Brown\BrowFr01,DEN,WR,13,4.1
486,Tyler Ervin\ErviTy00,2TM,RB,10,4.1
487,Eric Saubert\SaubEr00,CHI,TE,2,4.1
488,Codey McElroy\McElCo00,TAM,WR,1,4
489,Josh Bellamy\BellJo02,NYJ,WR,7,4
490,Robert Davis\DaviRo00,2TM,WR,6,3.7
491,Ashton Dulin\DuliAs00,IND,WR,13,3.7
492,Darius Jennings\JennDa00,TEN,WR,8,3.7
493,Zach Zenner\ZennZa00,3TM,RB,5,3.7
494,Gunner Olszewski\OlszGu00,NWE,WR,8,3.4
495,Mike Thomas\ThomMi04,LAR,WR,16,3.4
496,Cody Hollister\HollCo00,TEN,WR,5,3.3
497,Isaac Nauta\NautIs00,DET,TE,6,3.3
498,Keith Smith\SmitKe03,ATL,RB,16,3.1
499,Scott Simonson\SimoSc00,NYG,TE,5,3.1
500,Jay Ajayi\AjayJa00,PHI,RB,3,3
501,Levine Toilolo\ToilLe00,SFO,TE,13,3
502,Dalyn Dawkins\DawkDa01,TEN,RB,2,2.6
503,Rashard Davis\DaviRa01,TEN,WR,1,2.6
504,Roosevelt Nix\NixxRo01,PIT,RB,3,2.4
505,Sean Culkin\CulkSe00,LAC,TE,4,2.2
506,Jeff Smith\SmitJe03,NYJ,WR,1,2.2
507,Antony Auclair\AuclAn00,TAM,TE,8,2.1
508,Chris Manhertz\ManhCh00,CAR,TE,15,2.1
509,De'Anthony Thomas\ThomDe05,2TM,WR,14,2.1
510,John Ursua\UrsuJo00,SEA,WR,3,2.1
511,Austin Carr\CarrAu00,NOR,WR,6,1.9
512,Ben Koyack\KoyaBe00,JAX,TE,11,1.9
513,Ricky Ortiz\OrtiRi00,NOR,RB,1,1.8
514,Jordan Thomas\ThomJo05,HOU,TE,5,1.8
515,Dwayne Harris\HarrDw00,OAK,WR,3,1.7
516,Chris Herndon\HernCh00,NYJ,TE,1,1.7
517,Samaje Perine\PeriSa00,2TM,RB,7,1.6
518,Dalton Schultz\SchuDa00,DAL,TE,16,1.6
519,Jaleel Scott\ScotJa02,BAL,WR,3,1.6
520,Jakob Johnson\JohnJa12,NWE,RB,4,1.5
521,Charles Jones\JoneCh10,JAX,TE,4,1.5
522,Tyrone Swoopes\SwooTy00,SEA,TE,5,1.5
523,Darrell Daniels\DaniDa02,ARI,TE,11,1.4
524,Zach Gentry\GentZa00,PIT,TE,4,1.4
525,Krishawn Hogan\HogaKr00,NOR,WR,8,1.4
526,Senorise Perry\PerrSe00,BUF,RB,11,1.4
527,Will Grier\GrieWi00,CAR,QB,2,1.3
528,Cyril Grayson\GrayCy01,TAM,WR,2,1.3
529,Xavier Grimble\GrimXa00,PIT,TE,3,1.3
530,Josh Adams\AdamJo03,NYJ,RB,3,1.2
531,Damien Harris\HarrDa06,NWE,RB,2,1.2
532,John Franklin\FranJo04,TAM,WR,1,1.1
533,Dexter Williams\WillDe07,GNB,RB,4,1.1
534,Eric Tomlinson\TomlEr01,3TM,TE,8,1.1
535,Buddy Howell\HoweGr00,HOU,RB,16,1
536,Josh Ferguson\FergJo02,WAS,RB,2,0.9
537,John Kelly\KellJo00,LAR,RB,4,0.9
538,Jordan Scarlett\ScarJo00,CAR,RB,9,0.9
539,Josh McCown\McCoJo01,PHI,QB,3,0.8
540,Ryan Nall\NallRy00,CHI,RB,8,0.8
541,Tony Brooks-James\BrooTo01,PIT,RB,3,0.7
542,Ryan Griffin\GrifRy01,TAM,QB,2,0.6
543,De'Lance Turner\TurnDe01,MIA,RB,8,0.6
544,Alfred Morris\MorrAl00,ARI,RB,1,0.4
545,James Develin\DeveJa00,NWE,RB,2,0.3
546,Trace McSorley\McSoTr00,BAL,QB,1,0.1
547,Trevor Siemian\SiemTr00,NYJ,QB,1,0.1
548,Tim Boyle\BoylTi00,GNB,QB,3,-0.1
549,Garrett Gilbert\GilbGa01,CLE,QB,5,-0.3
550,Nick Mullens\MullNi00,SFO,QB,1,-0.3
551,Michael Walker\WalkMi00,JAX,WR,7,-0.5
552,Blake Bortles\BortBl00,LAR,QB,3,-0.8
553,Darrius Shepherd\ShepDa00,GNB,WR,6,-0.9
554,Quincy Enunwa\EnunQu00,NYJ,WR,1,-1.4
555,Sean Mannion\MannSe00,MIN,QB,3,-1.5
556,Jarrett Stidham\StidJa00,NWE,QB,3,-1.6
557,Greg Dortch\DortGr01,CAR,,2,-2
558,Ray-Ray McCloud\McClRa00,CAR,,6,-2
559,Corey Clement\ClemCo00,PHI,,4,-4
560,Michael Burton\BurtMi00,WAS,,10,
561,Jerell Adams\AdamJe01,HOU,,1,
562,Stephen Anderson\AndeSt01,LAC,,1,
563,Evan Baylis\BaylEv00,GNB,,5,
564,Kendall Blanton\BlanKe01,LAR,,1,
565,Deante Burton\BurtDe00,DAL,,3,
566,Trenton Cannon\CannTr00,NYJ,,4,
567,Garrett Celek\CeleGa00,SFO,,5,
568,Jordan Chunn\ChunJo00,DAL,,1,
569,Chandler Cox\CoxxCh01,MIA,,13,
570,River Cracraft\CracRi00,DEN,,1,
571,Jerome Cunningham\CunnJe00,WAS,,2,
572,Davion Davis\DaviDa03,MIN,,2,
573,Garrett Dickerson\DickGa00,NYG,,4,
574,Gehrig Dieter\DietGe00,KAN,,2,
575,Brandon Dillon\DillBr00,MIN,,1,
576,Josh Doctson\DoctJo00,MIN,,1,
577,Quinton Dunbar\DunbQu00,WAS,,11,
578,Alex Ellis\ElliAl01,PHI,,3,
579,David Fales\FaleDa00,NYJ,,2,
580,David Fluellen\FlueDa00,TEN,,2,
581,D.J. Foster\FostD.01,ARI,,6,
582,Travis Fulgham\FulgTr00,DET,,3,
583,Cullen Gillaspia\GillCu00,HOU,,16,
584,C.J. Goodwin\GoodC.00,DAL,,16,
585,Jalen Guyton\GuytJa01,LAC,,3,
586,Justin Hardee\HardJu01,NOR,,16,
587,Clark Harris\HarrCl20,CIN,,16,
588,Lil'Jordan Humphrey\HumpLi01,NOR,,5,
589,Trenton Irwin\IrwiTr00,CIN,,1,
590,Gary Jennings\JennGa00,MIA,,1,
591,Tom Kennedy\KennTo01,DET,,1,
592,Darvin Kidsy\KidsDa00,WAS,,3,
593,Keith Kirkwood\KirkKe00,NOR,,1,
594,Matt Lengel\LengMa00,IND,,1,
595,Josh Malone\MaloJo00,NYJ,,2,
596,Jeremy McNichols\McNiJe00,JAX,,1,
597,Carson Meier\MeieCa00,ATL,,1,
598,Jaydon Mickens\MickJa01,TAM,,1,
599,Jojo Natson\NatsJo00,LAR,,12,
600,Jamize Olawale\OlawJa00,DAL,,16,
601,Matthew Orzech\OrzeMa00,JAX,,16,
602,Craig Reynolds\ReynCr00,WAS,,3,
603,Richard Rodgers\RodgRi00,PHI,,1,
604,Cooper Rush\RushCo00,DAL,,2,
605,Spencer Schnell\SchnSp00,TAM,,1,
606,Mason Schreck\SchrMa00,CIN,,2,
607,Matthew Slater*+\SlatMa00,NWE,,16,
608,Rod Smith\SmitRo06,2TM,,6,
609,Nate Solder\SoldNa00,NYG,,16,
610,Jace Sternberger\SterJa00,GNB,,6,
611,Alex Tanney\TannAl00,NYG,QB,1,
612,Taywan Taylor\TaylTa00,CLE,,3,
613,Robert Turbin\TurbRo00,SEA,,1,
614,Jason Vander Laan\VandJa00,NOR,,2,
615,Austin Walter\WaltAu00,NYG,,1,
616,Jester Weah\WeahJe01,WAS,,1,
617,Nsimba Webster\WebsNs00,LAR,,5,
618,Chad Williams\WillCh05,IND,,1,
619,Trayveon Williams\WillTr06,CIN,,11,
620,Juwann Winfree\WinfJu00,DEN,,3,
,,,,,
,,,,,
"Provided by <a href=""https://www.sports-reference.com/sharing.html?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool"">Pro-Football-Reference.com</a>: <a href=""https://www.pro-football-reference.com/years/2019/fantasy.htm?sr&utm_source=direct&utm_medium=Share&utm_campaign=ShareTool#fantasy"">View Original Table</a><br>Generated 3/30/2020.",,,,,
