Rk,Player,Tm,FantPos,G,PPR
43,Brandin Cooks\CookBr00,NWE,WR,16,221.2
44,Duke Johnson\JohnDu00,CLE,RB,16,216.1
45,Andy Dalton\DaltAn00,CIN,QB,16,210.7
46,Marcus Mariota\MariMa01,TEN,QB,15,210.5
47,Derek Carr*\CarrDe02,OAK,QB,15,206.4
48,Demaryius Thomas\ThomDe03,DEN,WR,16,205.9
49,Jacoby Brissett\BrisJa00,IND,QB,16,205.9
50,Josh McCown\McCoJo01,NYJ,QB,13,205.4
51,Ezekiel Elliott\ElliEz00,DAL,RB,10,203.2
52,Mike Evans\EvanMi00,TAM,WR,15,203.1
53,Dion Lewis\LewiDi00,NWE,RB,16,203
54,Zach Ertz*\ErtzZa00,PHI,TE,14,202.4
55,Jameis Winston\WinsJa00,TAM,QB,13,201.7
56,Devonta Freeman\FreeDe00,ATL,RB,14,200.2
57,Robby Anderson\AndeRo04,NYJ,WR,16,200
58,Jordan Howard\HowaJo00,CHI,RB,16,199.7
59,Stefon Diggs\DiggSt00,MIN,WR,14,198.2
60,JuJu Smith-Schuster\SmitJu00,PIT,WR,14,197.7
61,Alshon Jeffery\JeffAl00,PHI,WR,16,195.9
62,Devin Funchess\FuncDe00,CAR,WR,16,195
63,Lamar Miller\MillLa01,HOU,RB,16,193.5
64,Nelson Agholor\AghoNe00,PHI,WR,16,193.5
65,Eli Manning\MannEl00,NYG,QB,15,187.3
66,Dez Bryant\BryaDe01,DAL,WR,16,186.4
67,Joe Flacco\FlacJo00,BAL,QB,16,185
68,Jerick McKinnon\McKiJe00,MIN,RB,16,178.1
69,Cooper Kupp\KuppCo00,LAR,WR,15,176.9
70,Jermaine Kearse\KearJe01,NYJ,WR,16,176
71,DeShone Kizer\KizeDe00,CLE,QB,15,175.7
72,T.Y. Hilton*\HiltT.00,IND,WR,16,175.6
73,C.J. Anderson\AndeC.00,DEN,RB,16,175.1
74,Kenny Stills\StilKe00,MIA,WR,16,174.7
75,Delanie Walker*\WalkHu00,TEN,TE,16,174.5
76,Mohamed Sanu\SanuMo00,ATL,WR,15,174.3
77,Evan Engram\EngrEv00,NYG,TE,15,173.6
78,Frank Gore\GoreFr00,IND,RB,16,173.6
79,Michael Crabtree\CrabMi00,OAK,WR,14,171.8
80,DeMarco Murray\MurrDe00,TEN,RB,15,171.5
81,Jimmy Graham*\GrahJi00,SEA,TE,16,171
82,Alex Collins\CollAl00,BAL,RB,15,171
83,Jack Doyle*\DoylJa00,IND,TE,15,169
84,Deshaun Watson\WatsDe00,HOU,QB,7,168.9
85,Marquise Goodwin\GoodMa00,SFO,WR,16,168.6
86,Tevin Coleman\ColeTe01,ATL,RB,15,167.7
87,Javorius Allen\AlleJa01,BAL,RB,16,166.1
88,Marshawn Lynch\LyncMa00,OAK,RB,15,164.2
89,Robert Woods\WoodRo02,LAR,WR,12,163.3
90,Jamison Crowder\CrowJa00,WAS,WR,15,160.3
91,Ted Ginn\GinnTe00,NOR,WR,15,159.6
92,Randall Cobb\CobbRa00,GNB,WR,15,159.4
93,Amari Cooper\CoopAm00,OAK,WR,14,158.4
94,Kyle Rudolph*\RudoKy00,MIN,TE,16,158.2
95,Jay Cutler\CutlJa00,MIA,QB,14,157.8
96,Latavius Murray\MurrLa00,MIN,RB,16,157.5
97,Rishard Matthews\MattRi00,TEN,WR,14,156.2
98,Theo Riddick\RiddTh00,DET,RB,16,154
99,Giovani Bernard\BernGi00,CIN,RB,16,151.7
100,Chris Thompson\ThomCh03,WAS,RB,10,151.4
101,Mike Wallace\WallMi00,BAL,WR,15,151.2
102,Paul Richardson\RichPa01,SEA,WR,16,150.3
103,Tarik Cohen\CoheTa00,CHI,RB,16,150.1
104,Marqise Lee\LeexMa00,JAX,WR,14,147.9
105,Jason Witten*\WittJa00,DAL,TE,16,147
106,Sammy Watkins\WatkSa00,LAR,WR,15,146.3
107,Bilal Powell\PoweBi00,NYJ,RB,15,145.2
108,Sterling Shepard\ShepSt00,NYG,WR,11,144.5
109,Isaiah Crowell\CrowIs00,CLE,RB,16,143.5
110,Cameron Brate\BratCa00,TAM,TE,16,143.1
111,Jamaal Williams\WillJa06,GNB,RB,16,142.8
112,Kenyan Drake\DrakKe00,MIA,RB,16,142.3
113,Joe Mixon\MixoJo00,CIN,RB,14,141.3
114,Danny Amendola\AmenDa00,NWE,WR,15,138.9
115,DeSean Jackson\JackDe00,TAM,WR,14,138.6
116,Tyrell Williams\WillTy00,LAC,WR,16,137.8
117,Orleans Darkwa\DarkOr00,NYG,RB,15,137.7
118,Jordy Nelson\NelsJo00,GNB,WR,15,137.2
119,Ben Watson\WatsBe00,BAL,TE,16,137.2
120,Kelvin Benjamin\BenjKe00,2TM,WR,14,135.2
121,Jay Ajayi\AjayJa00,2TM,RB,14,135.1
122,Derrick Henry\HenrDe00,TEN,RB,16,135
123,Mitchell Trubisky\TrubMi00,CHI,QB,12,134.5
124,James White\WhitJa02,NWE,RB,14,134
125,Keelan Cole\ColeKe00,JAX,WR,16,132.8
126,Jared Cook\CookJa02,OAK,TE,16,132.8
127,Martavis Bryant\BryaMa00,PIT,WR,15,132.5
128,Eric Ebron\EbroEr00,DET,TE,16,132.4
129,Travis Benjamin\BenjTr00,LAC,WR,16,130.3
130,DeVante Parker\ParkDe01,MIA,WR,13,130
131,Rex Burkhead\BurkRe00,NWE,RB,10,129.8
132,Aaron Rodgers\RodgAa00,GNB,QB,7,129.6
133,Adam Humphries\HumpAd00,TAM,WR,16,128.7
134,Hunter Henry\HenrHu00,LAC,TE,14,126.9
135,Kendall Wright\WrigKe01,CHI,WR,16,126.4
136,Ryan Grant\GranRy01,WAS,WR,16,126.3
137,Trevor Siemian\SiemTr00,DEN,QB,11,126.1
138,Brandon LaFell\LaFeBr00,CIN,WR,16,124.8
139,Tyler Kroft\KrofTy00,CIN,TE,16,124.4
140,Brett Hundley\HundBr00,GNB,QB,11,124.4
141,Ameer Abdullah\AbduAm00,DET,RB,14,124.4
142,Tyler Lockett\LockTy00,SEA,WR,16,124.3
143,Vernon Davis\DaviVe00,WAS,TE,16,121.8
144,Matt Forte\FortMa00,NYJ,RB,12,120.4
145,Josh Doctson\DoctJo00,WAS,WR,16,119.8
146,Austin Hooper\HoopAu00,ATL,TE,16,119.6
147,Jonathan Stewart\StewJo00,CAR,RB,15,117.2
148,Charles Clay\ClayCh00,BUF,TE,13,116.8
149,Eric Decker\DeckEr00,TEN,WR,16,116.3
150,Albert Wilson\WilsAl02,KAN,WR,13,116
151,Emmanuel Sanders\SandEm00,DEN,WR,12,114.5
152,Will Fuller\FullWi01,HOU,WR,10,113.2
153,Terrance Williams\WillTe01,DAL,WR,16,111.3
154,Chris Hogan\HogaCh00,NWE,WR,9,109.6
155,Samaje Perine\PeriSa00,WAS,RB,16,108.5
156,LeGarrette Blount\BlouLe00,PHI,RB,16,107.6
157,Austin Ekeler\EkelAu00,LAC,RB,16,106.9
158,George Kittle\KittGe00,SFO,TE,15,106.5
159,Deonte Thompson\ThomDe04,2TM,WR,16,105
160,Wayne Gallman\GallWa00,NYG,RB,13,104.9
161,Matt Breida\BreiMa00,SFO,RB,16,103.5
162,Marlon Mack\MackMa00,IND,RB,14,103.3
163,Jaron Brown\BrowJa03,ARI,WR,16,102.7
164,Carson Palmer\PalmCa00,ARI,QB,7,102.3
165,Jeremy Maclin\MaclJe00,BAL,WR,12,102
166,Austin Seferian-Jenkins\SefeAu00,NYJ,TE,13,101.7
167,O.J. Howard\HowaO.00,TAM,TE,14,101.2
168,Allen Hurns\HurnAl01,JAX,WR,10,99.4
169,Jesse James\JameJe00,PIT,TE,16,98.2
170,Julius Thomas\ThomJu00,MIA,TE,14,97.8
171,J.D. McKissic\McKiJ.00,SEA,RB,13,97.3
172,Trent Taylor\TaylTr02,SFO,WR,15,96
173,David Njoku\NjokDa00,CLE,TE,16,94.7
174,Kenny Golladay\GollKe00,DET,WR,11,94.6
175,JJ Nelson\NelsJJ00,ARI,WR,16,93.5
176,Chris Godwin\GodwCh00,TAM,WR,16,92.5
177,Corey Clement\ClemCo00,PHI,RB,16,92.4
178,Rod Smith\SmitRo06,DAL,RB,15,92.4
179,Ty Montgomery\MontTy01,GNB,WR,8,91.6
180,Devontae Booker\BookDe00,DEN,RB,13,91.4
181,Cole Beasley\BeasCo00,DAL,WR,15,91.4
182,Torrey Smith\SmitTo02,PHI,WR,16,90.7
183,Seth Roberts\RobeSe00,OAK,WR,15,90.5
184,Pierre Garcon\GarcPi00,SFO,WR,8,90
185,Roger Lewis\LewiRo03,NYG,WR,15,89.6
186,C.J. Beathard\BeatC.00,SFO,QB,7,88.8
187,Jimmy Garoppolo\GaroJi00,SFO,QB,6,87.9
188,Marcedes Lewis\LewiMa00,JAX,TE,16,87.8
189,T.J. Yeldon\YeldT.00,JAX,RB,10,87.7
190,Andre Ellington\ElliAn00,2TM,RB,12,87.4
191,Jalen Richard\RichJa01,OAK,RB,16,86.1
192,Cordarrelle Patterson\PattCo00,OAK,WR,16,86
193,Peyton Barber\BarbPe01,TAM,RB,16,85.7
194,DeAndre Washington\WashDe00,OAK,RB,15,85
195,Chris Ivory\IvorCh00,JAX,RB,14,84.7
196,Shane Vereen\VereSh00,NYG,RB,16,83.7
197,Bennie Fowler\FowlBe00,DEN,WR,16,82
198,Taylor Gabriel\GabrTa00,ATL,WR,16,81.7
199,Aaron Jones\JoneAa00,GNB,RB,12,80
200,Trey Burton\BurtTr01,PHI,TE,15,79.8
201,Ed Dickson\DickEd00,CAR,TE,16,79.7
202,Antonio Gates\GateAn00,LAC,TE,16,79.6
203,Adrian Peterson\PeteAd01,2TM,RB,10,78.9
204,Garrett Celek\CeleGa00,SFO,TE,16,78.6
205,T.J. Jones\JoneT.00,DET,WR,14,77.9
206,Jermaine Gresham\GresJe00,ARI,TE,14,77.2
207,Donte Moncrief\MoncDo00,IND,WR,12,77.1
208,Seth Devalve\DevaSe00,CLE,TE,16,76.5
209,Elijah McGuire\McGuEl00,NYJ,RB,16,76.2
210,Doug Martin\MartDo00,TAM,RB,11,76
211,Bruce Ellington\ElliBr00,HOU,WR,11,75.7
212,Odell Beckham\BeckOd00,NYG,WR,4,74
213,Ryan Fitzpatrick\FitzRy00,TAM,QB,6,73.7
214,Brandon Coleman\ColeBr00,NOR,WR,16,73.4
215,Charles Sims\SimsCh00,TAM,RB,16,73.4
216,Charcandrick West\WestCh01,KAN,RB,13,73.2
217,Alfred Morris\MorrAl00,DAL,RB,14,72.2
218,Zay Jones\JoneZa00,BUF,WR,15,70.6
219,John Brown\BrowJo02,ARI,WR,10,69.9
220,Kyle Juszczyk*\JuszKy00,SFO,RB,14,69.6
221,Corey Davis\DaviCo03,TEN,WR,11,69.5
222,Mike Gillislee\GillMi00,NWE,RB,9,68.8
223,Rashard Higgins\HiggRa00,CLE,WR,15,68.6
224,Josh Bellamy\BellJo02,CHI,WR,15,68.2
225,Brock Osweiler\OsweBr00,DEN,QB,6,67.9
226,Kerwynn Williams\WillKe05,ARI,RB,16,67.9
227,Jamaal Charles\CharJa00,DEN,RB,14,67.5
228,Dede Westbrook\WestDe00,JAX,WR,7,66.9
229,Chris Moore\MoorCh00,BAL,WR,13,65.9
230,Corey Coleman\ColeCo00,CLE,WR,9,65.5
231,Dalvin Cook\CookDa01,MIN,RB,4,65.4
232,Dontrelle Inman\InmaDo00,2TM,WR,12,65.3
233,Stephen Anderson\AndeSt01,HOU,TE,15,65.2
234,Brice Butler\ButlBr00,DAL,WR,13,64.7
235,Nick O'Leary\OLeaNi00,BUF,TE,15,64.2
236,Brian Hoyer\HoyeBr00,2TM,QB,11,63.9
237,Coby Fleener\FleeCo00,NOR,TE,11,63.5
238,Ricardo Louis\LouiRi00,CLE,WR,16,62.7
239,Cody Latimer\LatiCo00,DEN,WR,11,61.7
240,Blaine Gabbert\GabbBl00,ARI,QB,5,61.6
241,Tyler Higbee\HigbTy00,LAR,TE,16,60.5
242,Tavarres King\KingTa00,NYG,WR,8,60.3
243,Justin Hardy\HardJu00,ATL,WR,16,60.1
244,Jordan Reed\ReedJo02,WAS,TE,6,60.1
245,Damien Williams\WillDa05,MIA,RB,11,59.6
246,Rhett Ellison\ElliRh00,NYG,TE,16,59.5
247,Martellus Bennett\BennMa00,2TM,TE,9,58.6
248,Danny Woodhead\WoodDa02,BAL,RB,8,58.6
249,Chester Rogers\RogeCh02,IND,WR,11,58.2
250,Kenny Britt\BritKe00,2TM,WR,12,57.6
251,Josh Gordon\GordJo02,CLE,WR,5,57.5
252,Jordan Matthews\MattJo00,BUF,WR,10,57.2
253,D'Onta Foreman\ForeDO00,HOU,RB,10,57
254,Aldrick Robinson\RobiAl00,SFO,WR,16,57
255,Benny Cunningham\CunnBe01,CHI,RB,14,56.9
256,Tyler Boyd\BoydTy00,CIN,WR,10,56.5
257,Zach Miller\MillZa02,CHI,TE,8,55.6
258,A.J. Derby\DerbA.00,2TM,TE,11,55.4
259,Luke Willson\WillLu00,SEA,TE,16,54.3
260,Darren Fells\FellDa01,DET,TE,16,52.7
261,Michael Campanaro\CampMi02,BAL,WR,13,52.5
262,Mike Davis\DaviMi01,SEA,RB,6,52.1
263,Gerald Everett\EverGe00,LAR,TE,16,51.7
264,Tom Savage\SavaTo00,HOU,QB,8,50.7
265,Drew Stanton\StanDr00,ARI,QB,5,50.5
266,Mike Tolbert\TolbMi00,BUF,RB,12,50.5
267,Nick Boyle\BoylNi00,BAL,TE,15,50.3
268,Ricky Seals-Jones\SealRi00,ARI,TE,10,50.1
269,Terrelle Pryor\PryoTe00,WAS,WR,9,50
270,Jarius Wright\WrigJa02,MIN,WR,16,49.8
271,Taywan Taylor\TaylTa00,TEN,WR,16,49.4
272,Jacquizz Rodgers\RodgJa00,TAM,RB,16,46.8
273,Wendell Smallwood\SmalWe00,PHI,RB,8,46.7
274,Demetrius Harris\HarrDe03,KAN,TE,16,46.4
275,Geronimo Allison\AlliGe01,GNB,WR,15,46.3
276,Jonnu Smith\SmitJo01,TEN,TE,16,45.7
277,Jeremy Kerley\KerlJe00,NYJ,WR,8,45.7
278,Russell Shepard\ShepRu00,CAR,WR,15,45.1
279,Malcolm Brown\BrowMa03,LAR,RB,11,44.9
280,Johnny Holton\HoltJo00,OAK,WR,16,44.8
281,Alfred Blue\BlueAl00,HOU,RB,11,44.6
282,Mack Hollins\HollMa00,PHI,WR,16,44.6
283,Jakeem Grant\GranJa00,MIA,WR,16,44.5
284,Lance Kendricks\KendLa00,GNB,TE,16,44.3
285,Robert Kelley\KellRo00,WAS,RB,7,43.2
286,Andre Holmes\HolmAn00,BUF,WR,14,43
287,Adam Shaheen\ShahAd00,CHI,TE,13,42.7
288,Tavon Austin\AustTa00,LAR,WR,16,42.7
289,Demarcus Robinson\RobiDe01,KAN,WR,16,42.2
290,Greg Olsen\OlseGr00,CAR,TE,7,42.1
291,Corey Grant\GranCo00,JAX,RB,16,41.9
292,Kendrick Bourne\BourKe00,SFO,WR,11,41.7
293,Matt Moore\MoorMa01,MIA,QB,4,41.3
294,Braxton Miller\MillBr03,HOU,WR,11,41.3
295,Kapri Bibbs\BibbKa00,WAS,RB,3,40.7
296,De'Anthony Thomas\ThomDe05,KAN,WR,16,40.7
297,Laquon Treadwell\TreaLa00,MIN,WR,16,40
298,Chris Carson\CarsCh00,SEA,RB,4,39.7
299,Damiere Byrd\ByrdDa00,CAR,WR,8,39.7
300,Virgil Green\GreeVi00,DEN,TE,16,39.1
301,Dion Sims\SimsDi00,CHI,TE,14,39
302,Vance McDonald\McDoVa00,PIT,TE,10,38.8
303,Travaris Cadet\CadeTr00,2TM,RB,9,37.5
304,Eli Rogers\RogeEl00,PIT,WR,14,36.9
305,Ryan Griffin\GrifRy00,HOU,TE,7,36.8
306,Levine Toilolo\ToilLe00,ATL,TE,15,36.2
307,Alex Erickson\EricAl01,CIN,WR,16,35.6
308,Jeff Heuerman\HeueJe00,DEN,TE,14,35.2
309,James O'Shaughnessy\O'ShJa00,JAX,TE,16,34.9
310,T.J. Yates\YateT.00,HOU,QB,4,34
311,Richard Rodgers\RodgRi00,GNB,TE,15,34
312,Nick Foles\FoleNi00,PHI,QB,7,33.8
313,Kevin Hogan\HogaKe00,CLE,QB,4,33.8
314,Mike Glennon\GlenMi00,CHI,QB,4,33.7
315,Brandon Marshall\MarsBr00,NYG,WR,5,33.4
316,Curtis Samuel\SamuCu00,CAR,WR,9,32.9
317,Elijhaa Penny\PennEl00,ARI,RB,16,32.2
318,D.J. Foster\FostD.01,ARI,RB,7,32.2
319,Thomas Rawls\RawlTh00,SEA,RB,12,32.1
320,Phillip Dorsett\DorsPh00,NWE,WR,15,32.1
321,Brent Celek\CeleBr00,PHI,TE,16,32
322,Tion Green\GreeTi00,DET,RB,5,31.9
323,Nick Vannett\VannNi00,SEA,TE,15,30.4
324,Troy Niklas\NiklTr00,ARI,TE,15,30.2
325,Josh Hill\HillJo02,NOR,TE,16,29.7
326,Tommy Bohanon\BohaTo00,JAX,RB,16,28.8
327,Anthony Fasano\FasaAn00,MIA,TE,16,28.7
328,Eddie Lacy\LacyEd00,SEA,RB,9,28.6
329,Chris Conley\ConlCh00,KAN,WR,5,28.5
330,Kamar Aiken\AikeKa00,IND,WR,15,28.3
331,Maxx Williams\WillMa04,BAL,TE,11,28.2
332,Terrance West\WestTe00,BAL,RB,5,28.1
333,Jaydon Mickens\MickJa01,JAX,WR,10,27.7
334,Josh Reynolds\ReynJo00,LAR,WR,16,27.4
335,Jordan Taylor\TaylJo01,DEN,WR,10,27.2
336,Sam Bradford\BradSa00,MIN,QB,2,27
337,Tommylee Lewis\LewiTo00,NOR,WR,15,27
338,C.J. Fiedorowicz\FiedC.00,HOU,TE,5,26.7
339,Louis Murphy\MurpLo00,SFO,WR,7,26.1
340,Eric Tomlinson\TomlEr01,NYJ,TE,14,26.1
341,Robert Turbin\TurbRo00,IND,RB,6,25.9
342,Daniel Brown\BrowDa04,CHI,TE,14,25.9
343,David Morgan\MorgDa01,MIN,TE,15,25.5
344,Bryce Petty\PettBr01,NYJ,QB,4,25.3
345,C.J. Uzomah\UzomC.00,CIN,TE,14,25.2
346,Brandon Williams\WillBr04,IND,TE,14,25.1
347,Dwayne Allen\AlleDw00,NWE,TE,16,24.6
348,Pharoh Cooper*+\CoopPh00,LAR,WR,16,24
349,Niles Paul\PaulNi00,WAS,TE,14,22.8
350,Tre McBride\McBrTr00,CHI,WR,8,22.4
351,Kenjon Barner\BarnKe00,PHI,RB,13,22.3
352,Paul Perkins\PerkPa00,NYG,RB,11,21.6
353,Kaelin Clay\ClayKa00,2TM,WR,13,21.2
354,C.J. Ham\HamxC.00,MIN,RB,16,21.1
355,Brenton Bersin\BersBr00,CAR,WR,8,20.8
356,Chris Johnson\JohnCh04,ARI,RB,4,20.7
357,Anthony Sherman\SherAn00,KAN,RB,16,20.7
358,Mike Williams\WillMi07,LAC,WR,10,20.5
359,Brandon Tate\TateBr00,BUF,WR,13,20.1
360,Logan Thomas\ThomLo00,BUF,TE,12,19.7
361,Jamize Olawale\OlawJa00,OAK,RB,12,19.6
362,David Fales\FaleDa00,MIA,QB,2,19.4
363,James Hanna\HannJa00,DAL,TE,16,18.8
364,Josh Malone\MaloJo00,CIN,WR,11,18.5
365,Darren Sproles\SproDa00,PHI,RB,3,18.4
366,Chad Hansen\HansCh00,NYJ,WR,15,18.4
367,Travis Rudolph\RudoTr00,NYG,WR,7,18.1
368,Austin Traylor\TrayAu00,DEN,TE,7,18
369,Michael Floyd\FloyMi00,MIN,WR,11,17.8
370,Breshad Perriman\PerrBr02,BAL,WR,11,17.7
371,Fozzy Whittaker\WhitFo00,CAR,RB,12,17.5
372,Kasen Williams\WillKa02,CLE,WR,7,17.4
373,Jeremy Hill\HillJe01,CIN,RB,7,17.2
374,Michael Hoomanawanui\HoomMi00,NOR,TE,14,17.2
375,Jerell Adams\AdamJe01,NYG,TE,16,17.2
376,C.J. Prosise\ProsC.00,SEA,RB,5,17
377,Clive Walford\WalfCl00,OAK,TE,13,17
378,Branden Oliver\OlivBr01,LAC,RB,8,16.9
379,ArDarius Stewart\StewAr00,NYJ,WR,15,16.9
380,Stevan Ridley\RidlSt00,PIT,RB,2,16.8
381,Cameron Artis-Payne\ArtiCa00,CAR,RB,13,16.7
382,Hunter Sharp\SharHu01,2TM,WR,3,16.4
383,Maurice Harris\HarrMa05,WAS,WR,6,16.2
384,Darrius Heyward-Bey\HeywDa00,PIT,WR,16,15.9
385,Lee Smith\SmitLe00,OAK,TE,16,15.6
386,Terron Ward\WardTe00,ATL,RB,14,15.3
387,Willie Snead\SneaWi00,NOR,WR,11,15.2
388,Derek Carrier\CarrDe00,LAR,TE,14,15.1
389,Amara Darboh\DarbAm00,SEA,WR,16,15.1
390,Paxton Lynch\LyncPa00,DEN,QB,2,14.8
391,Andy Janovich\JanoAn00,DEN,RB,16,14.7
392,Roosevelt Nix*\NixxRo01,PIT,RB,16,14.6
393,Freddie Martino\MartFr00,TAM,WR,8,14.6
394,Ryan Switzer\SwitRy00,DAL,WR,16,14.6
395,Ross Travis\TravRo00,2TM,TE,15,14.6
396,James Conner\ConnJa00,PIT,RB,14,14.4
397,Mike Thomas\ThomMi04,LAR,WR,8,14.3
398,Xavier Grimble\GrimXa00,PIT,TE,15,14.2
399,Neal Sterling\SterNe00,NYJ,TE,11,14.2
400,EJ Manuel\ManuEJ00,OAK,QB,2,14.1
401,Marvin Hall\HallMa02,ATL,WR,8,14
402,Phillip Supernaw\SupePh00,TEN,TE,16,13.9
403,Leonte Carroo\CarrLe00,MIA,WR,14,13.9
404,Brian Quick\QuicBr00,WAS,WR,11,13.6
405,Chris Thompson\ThomCh05,HOU,WR,13,13.4
406,Trevor Davis\DaviTr03,GNB,WR,16,13.3
407,Luke Stocker\StocLu00,2TM,TE,12,13
408,Bobby Rainey\RainBo00,BAL,RB,4,13
409,Sammie Coates\CoatSa00,CLE,WR,12,13
410,David Johnson\JohnDa08,ARI,RB,1,13
411,Tyler Ervin\ErviTy00,HOU,RB,4,13
412,De'Angelo Henderson\HendDe01,DEN,RB,5,12.9
413,Jaelen Strong\StroJa01,2TM,WR,2,12.8
414,Byron Marshall\MarsBy01,WAS,RB,4,12.8
415,Justin Hunter\HuntJu00,PIT,WR,7,12.3
416,Tanner McEvoy\McEvTa01,SEA,WR,15,12.3
417,Lance Dunbar\DunbLa00,LAR,RB,4,12.2
418,Aaron Ripkowski\RipkAa00,GNB,RB,16,12.2
419,Brittan Golden\GoldBr00,ARI,WR,13,12
420,Zach Line\LineZa01,NOR,RB,12,11.6
421,Bryce Treggs\TregBr00,CLE,WR,6,11.5
422,Trey Edmunds\EdmuTr00,NOR,RB,16,10.8
423,Alan Cross\CrosAl00,TAM,TE,8,10.8
424,Ben Koyack\KoyaBe00,JAX,TE,16,10.8
425,Patrick Mahomes\MahoPa00,KAN,QB,1,10.4
426,Nathan Peterman\PeteNa00,BUF,QB,4,10.4
427,Lawrence Thomas\ThomLa04,NYJ,RB,14,10.4
428,Ryan Mallett\MallRy00,BAL,QB,2,9.9
429,James Develin*\DeveJa00,NWE,RB,16,9.8
430,Geno Smith\SmitGe00,NYG,QB,2,9.7
431,Bobo Wilson\WilsJe00,TAM,WR,3,9.6
432,Patrick DiMarco\DiMaPa00,BUF,RB,16,9.6
433,Chad Williams\WillCh05,ARI,WR,6,9.4
434,Akeem Hunt\HuntAk01,KAN,RB,15,9.4
435,Brian Hill\HillBr02,2TM,RB,7,9.3
436,Jeremy Sprinkle\SpriJe00,WAS,TE,11,9.3
437,Jacob Hollister\HollJa03,NWE,TE,15,8.7
438,Landry Jones\JoneLa02,PIT,QB,3,8.6
439,Zach Zenner\ZennZa00,DET,RB,8,8.6
440,Tyler Eifert\EifeTy00,CIN,TE,2,8.6
441,Sean McGrath\McGrSe00,LAC,TE,15,8.6
442,Michael Roberts\RobeMi01,DET,TE,15,8.6
443,Tre Madden\MaddTr01,SEA,RB,8,8.5
444,Brandon Bolden\BoldBr00,NWE,RB,16,8.4
445,Matthew Dayes\DayeMa00,CLE,RB,16,8.2
446,Markus Wheaton\WheaMa00,CHI,WR,11,8.1
447,Michael Clark\ClarMi00,GNB,WR,2,8.1
448,Derek Watt\WattDe00,LAC,RB,16,7.9
449,Dwayne Washington\WashDw00,DET,RB,5,7.8
450,Will Tye\TyexWi00,NYJ,TE,3,7.8
451,Nate Sudfeld\SudfNa00,PHI,QB,1,7.6
452,Keith Smith\SmitKe03,DAL,RB,16,7.6
453,Marcus Johnson\JohnMa07,PHI,WR,10,7.5
454,Jared Abbrederis\AbbrJa00,DET,WR,7,7.4
455,Orson Charles\CharOr00,KAN,TE,5,7.3
456,Noah Brown\BrowNo00,DAL,WR,13,7.3
457,Jay Prosch\ProsJa00,HOU,RB,16,7.1
458,Blake Bell\BellBl00,MIN,TE,13,6.9
459,Quan Bray\BrayQu00,IND,WR,9,6.9
460,Marcus Murphy\MurpMa03,BUF,RB,1,6.8
461,Randall Telfer\TelfRa00,CLE,TE,16,6.6
462,Tanner Gentry\GentTa00,CHI,WR,4,6.5
463,Jalston Fowler\FowlJa00,TEN,RB,10,6.4
